age_class,EMS,date,var,value
"[-Inf,5)",0,2020-04-15,death_incid,0
"[5,10)",0,2020-04-15,death_incid,0
"[10,20)",0,2020-04-15,death_incid,0
"[20,50)",0,2020-04-15,death_incid,0
"[50,65)",0,2020-04-15,death_incid,0
"[50,65)",1,2020-04-15,death_incid,1
"[65, Inf)",0,2020-04-15,death_incid,1
"[65, Inf)",1,2020-04-15,death_incid,4
"[-Inf,5)",0,2020-04-16,death_incid,0
"[5,10)",0,2020-04-16,death_incid,0
"[10,20)",0,2020-04-16,death_incid,0
"[20,50)",0,2020-04-16,death_incid,0
"[50,65)",0,2020-04-16,death_incid,1
"[50,65)",1,2020-04-16,death_incid,0
"[65, Inf)",0,2020-04-16,death_incid,3
"[65, Inf)",1,2020-04-16,death_incid,4
"[-Inf,5)",0,2020-04-17,death_incid,0
"[5,10)",0,2020-04-17,death_incid,0
"[10,20)",0,2020-04-17,death_incid,0
"[20,50)",0,2020-04-17,death_incid,0
"[50,65)",0,2020-04-17,death_incid,1
"[50,65)",1,2020-04-17,death_incid,0
"[65, Inf)",0,2020-04-17,death_incid,3
"[65, Inf)",1,2020-04-17,death_incid,3
"[-Inf,5)",0,2020-04-18,death_incid,0
"[5,10)",0,2020-04-18,death_incid,0
"[10,20)",0,2020-04-18,death_incid,0
"[20,50)",0,2020-04-18,death_incid,0
"[50,65)",0,2020-04-18,death_incid,0
"[50,65)",1,2020-04-18,death_incid,0
"[65, Inf)",0,2020-04-18,death_incid,1
"[65, Inf)",1,2020-04-18,death_incid,3
"[-Inf,5)",0,2020-04-19,death_incid,0
"[5,10)",0,2020-04-19,death_incid,0
"[10,20)",0,2020-04-19,death_incid,0
"[20,50)",0,2020-04-19,death_incid,0
"[50,65)",0,2020-04-19,death_incid,0
"[50,65)",1,2020-04-19,death_incid,0
"[65, Inf)",0,2020-04-19,death_incid,1
"[65, Inf)",1,2020-04-19,death_incid,2
"[-Inf,5)",0,2020-04-20,death_incid,0
"[5,10)",0,2020-04-20,death_incid,0
"[10,20)",0,2020-04-20,death_incid,0
"[20,50)",0,2020-04-20,death_incid,0
"[50,65)",0,2020-04-20,death_incid,0
"[50,65)",1,2020-04-20,death_incid,0
"[65, Inf)",0,2020-04-20,death_incid,2
"[65, Inf)",1,2020-04-20,death_incid,2
"[-Inf,5)",0,2020-04-21,death_incid,0
"[5,10)",0,2020-04-21,death_incid,0
"[10,20)",0,2020-04-21,death_incid,0
"[20,50)",0,2020-04-21,death_incid,0
"[50,65)",0,2020-04-21,death_incid,0
"[50,65)",1,2020-04-21,death_incid,0
"[65, Inf)",0,2020-04-21,death_incid,0
"[65, Inf)",1,2020-04-21,death_incid,5
"[-Inf,5)",0,2020-04-22,death_incid,0
"[5,10)",0,2020-04-22,death_incid,0
"[10,20)",0,2020-04-22,death_incid,0
"[20,50)",0,2020-04-22,death_incid,0
"[50,65)",0,2020-04-22,death_incid,0
"[50,65)",1,2020-04-22,death_incid,0
"[65, Inf)",0,2020-04-22,death_incid,3
"[65, Inf)",1,2020-04-22,death_incid,3
"[-Inf,5)",0,2020-04-23,death_incid,0
"[5,10)",0,2020-04-23,death_incid,0
"[10,20)",0,2020-04-23,death_incid,0
"[20,50)",0,2020-04-23,death_incid,0
"[50,65)",0,2020-04-23,death_incid,0
"[50,65)",1,2020-04-23,death_incid,0
"[65, Inf)",0,2020-04-23,death_incid,2
"[65, Inf)",1,2020-04-23,death_incid,1
"[-Inf,5)",0,2020-04-24,death_incid,0
"[5,10)",0,2020-04-24,death_incid,0
"[10,20)",0,2020-04-24,death_incid,0
"[20,50)",0,2020-04-24,death_incid,0
"[50,65)",0,2020-04-24,death_incid,0
"[50,65)",1,2020-04-24,death_incid,0
"[65, Inf)",0,2020-04-24,death_incid,4
"[65, Inf)",1,2020-04-24,death_incid,2
"[-Inf,5)",0,2020-04-25,death_incid,0
"[5,10)",0,2020-04-25,death_incid,0
"[10,20)",0,2020-04-25,death_incid,0
"[20,50)",0,2020-04-25,death_incid,0
"[50,65)",0,2020-04-25,death_incid,1
"[50,65)",1,2020-04-25,death_incid,0
"[65, Inf)",0,2020-04-25,death_incid,1
"[65, Inf)",1,2020-04-25,death_incid,0
"[-Inf,5)",0,2020-04-26,death_incid,0
"[5,10)",0,2020-04-26,death_incid,0
"[10,20)",0,2020-04-26,death_incid,0
"[20,50)",0,2020-04-26,death_incid,0
"[50,65)",0,2020-04-26,death_incid,0
"[50,65)",1,2020-04-26,death_incid,0
"[65, Inf)",0,2020-04-26,death_incid,1
"[65, Inf)",1,2020-04-26,death_incid,1
"[-Inf,5)",0,2020-04-27,death_incid,0
"[5,10)",0,2020-04-27,death_incid,0
"[10,20)",0,2020-04-27,death_incid,0
"[20,50)",0,2020-04-27,death_incid,0
"[50,65)",0,2020-04-27,death_incid,0
"[50,65)",1,2020-04-27,death_incid,0
"[65, Inf)",0,2020-04-27,death_incid,0
"[65, Inf)",1,2020-04-27,death_incid,1
"[-Inf,5)",0,2020-04-28,death_incid,0
"[5,10)",0,2020-04-28,death_incid,0
"[10,20)",0,2020-04-28,death_incid,0
"[20,50)",0,2020-04-28,death_incid,0
"[50,65)",0,2020-04-28,death_incid,0
"[50,65)",1,2020-04-28,death_incid,0
"[65, Inf)",0,2020-04-28,death_incid,0
"[65, Inf)",1,2020-04-28,death_incid,1
"[-Inf,5)",0,2020-04-29,death_incid,0
"[5,10)",0,2020-04-29,death_incid,0
"[10,20)",0,2020-04-29,death_incid,0
"[20,50)",0,2020-04-29,death_incid,0
"[50,65)",0,2020-04-29,death_incid,0
"[50,65)",1,2020-04-29,death_incid,0
"[65, Inf)",0,2020-04-29,death_incid,0
"[65, Inf)",1,2020-04-29,death_incid,1
"[-Inf,5)",0,2020-04-30,death_incid,0
"[5,10)",0,2020-04-30,death_incid,0
"[10,20)",0,2020-04-30,death_incid,0
"[20,50)",0,2020-04-30,death_incid,0
"[50,65)",0,2020-04-30,death_incid,0
"[50,65)",1,2020-04-30,death_incid,0
"[65, Inf)",0,2020-04-30,death_incid,1
"[65, Inf)",1,2020-04-30,death_incid,2
"[-Inf,5)",0,2020-05-01,death_incid,0
"[5,10)",0,2020-05-01,death_incid,0
"[10,20)",0,2020-05-01,death_incid,0
"[20,50)",0,2020-05-01,death_incid,0
"[50,65)",0,2020-05-01,death_incid,1
"[50,65)",1,2020-05-01,death_incid,0
"[65, Inf)",0,2020-05-01,death_incid,0
"[65, Inf)",1,2020-05-01,death_incid,2
"[-Inf,5)",0,2020-05-02,death_incid,0
"[5,10)",0,2020-05-02,death_incid,0
"[10,20)",0,2020-05-02,death_incid,0
"[20,50)",0,2020-05-02,death_incid,0
"[50,65)",0,2020-05-02,death_incid,0
"[50,65)",1,2020-05-02,death_incid,0
"[65, Inf)",0,2020-05-02,death_incid,2
"[65, Inf)",1,2020-05-02,death_incid,1
"[-Inf,5)",0,2020-05-03,death_incid,0
"[5,10)",0,2020-05-03,death_incid,0
"[10,20)",0,2020-05-03,death_incid,0
"[20,50)",0,2020-05-03,death_incid,0
"[50,65)",0,2020-05-03,death_incid,0
"[50,65)",1,2020-05-03,death_incid,0
"[65, Inf)",0,2020-05-03,death_incid,1
"[65, Inf)",1,2020-05-03,death_incid,0
"[-Inf,5)",0,2020-05-04,death_incid,0
"[5,10)",0,2020-05-04,death_incid,0
"[10,20)",0,2020-05-04,death_incid,0
"[20,50)",0,2020-05-04,death_incid,0
"[50,65)",0,2020-05-04,death_incid,0
"[50,65)",1,2020-05-04,death_incid,0
"[65, Inf)",0,2020-05-04,death_incid,0
"[65, Inf)",1,2020-05-04,death_incid,2
"[-Inf,5)",0,2020-05-05,death_incid,0
"[5,10)",0,2020-05-05,death_incid,0
"[10,20)",0,2020-05-05,death_incid,0
"[20,50)",0,2020-05-05,death_incid,0
"[50,65)",0,2020-05-05,death_incid,0
"[50,65)",1,2020-05-05,death_incid,0
"[65, Inf)",0,2020-05-05,death_incid,0
"[65, Inf)",1,2020-05-05,death_incid,1
"[-Inf,5)",0,2020-05-06,death_incid,0
"[5,10)",0,2020-05-06,death_incid,0
"[10,20)",0,2020-05-06,death_incid,0
"[20,50)",0,2020-05-06,death_incid,0
"[50,65)",0,2020-05-06,death_incid,1
"[50,65)",1,2020-05-06,death_incid,0
"[65, Inf)",0,2020-05-06,death_incid,0
"[65, Inf)",1,2020-05-06,death_incid,0
"[-Inf,5)",0,2020-05-07,death_incid,0
"[5,10)",0,2020-05-07,death_incid,0
"[10,20)",0,2020-05-07,death_incid,0
"[20,50)",0,2020-05-07,death_incid,0
"[50,65)",0,2020-05-07,death_incid,1
"[50,65)",1,2020-05-07,death_incid,0
"[65, Inf)",0,2020-05-07,death_incid,3
"[65, Inf)",1,2020-05-07,death_incid,1
"[-Inf,5)",0,2020-05-08,death_incid,0
"[5,10)",0,2020-05-08,death_incid,0
"[10,20)",0,2020-05-08,death_incid,0
"[20,50)",0,2020-05-08,death_incid,0
"[50,65)",0,2020-05-08,death_incid,0
"[50,65)",1,2020-05-08,death_incid,0
"[65, Inf)",0,2020-05-08,death_incid,0
"[65, Inf)",1,2020-05-08,death_incid,0
"[-Inf,5)",0,2020-05-09,death_incid,0
"[5,10)",0,2020-05-09,death_incid,0
"[10,20)",0,2020-05-09,death_incid,0
"[20,50)",0,2020-05-09,death_incid,0
"[50,65)",0,2020-05-09,death_incid,0
"[50,65)",1,2020-05-09,death_incid,0
"[65, Inf)",0,2020-05-09,death_incid,0
"[65, Inf)",1,2020-05-09,death_incid,2
"[-Inf,5)",0,2020-05-10,death_incid,0
"[5,10)",0,2020-05-10,death_incid,0
"[10,20)",0,2020-05-10,death_incid,0
"[20,50)",0,2020-05-10,death_incid,0
"[50,65)",0,2020-05-10,death_incid,1
"[50,65)",1,2020-05-10,death_incid,0
"[65, Inf)",0,2020-05-10,death_incid,0
"[65, Inf)",1,2020-05-10,death_incid,1
"[-Inf,5)",0,2020-05-11,death_incid,0
"[5,10)",0,2020-05-11,death_incid,0
"[10,20)",0,2020-05-11,death_incid,0
"[20,50)",0,2020-05-11,death_incid,0
"[50,65)",0,2020-05-11,death_incid,0
"[50,65)",1,2020-05-11,death_incid,0
"[65, Inf)",0,2020-05-11,death_incid,0
"[65, Inf)",1,2020-05-11,death_incid,0
"[-Inf,5)",0,2020-05-12,death_incid,0
"[5,10)",0,2020-05-12,death_incid,0
"[10,20)",0,2020-05-12,death_incid,0
"[20,50)",0,2020-05-12,death_incid,0
"[50,65)",0,2020-05-12,death_incid,0
"[50,65)",1,2020-05-12,death_incid,0
"[65, Inf)",0,2020-05-12,death_incid,0
"[65, Inf)",1,2020-05-12,death_incid,1
"[-Inf,5)",0,2020-05-13,death_incid,0
"[5,10)",0,2020-05-13,death_incid,0
"[10,20)",0,2020-05-13,death_incid,0
"[20,50)",0,2020-05-13,death_incid,0
"[50,65)",0,2020-05-13,death_incid,0
"[50,65)",1,2020-05-13,death_incid,0
"[65, Inf)",0,2020-05-13,death_incid,0
"[65, Inf)",1,2020-05-13,death_incid,1
"[-Inf,5)",0,2020-05-14,death_incid,0
"[5,10)",0,2020-05-14,death_incid,0
"[10,20)",0,2020-05-14,death_incid,0
"[20,50)",0,2020-05-14,death_incid,0
"[50,65)",0,2020-05-14,death_incid,0
"[50,65)",1,2020-05-14,death_incid,0
"[65, Inf)",0,2020-05-14,death_incid,0
"[65, Inf)",1,2020-05-14,death_incid,0
"[-Inf,5)",0,2020-05-15,death_incid,0
"[5,10)",0,2020-05-15,death_incid,0
"[10,20)",0,2020-05-15,death_incid,0
"[20,50)",0,2020-05-15,death_incid,0
"[50,65)",0,2020-05-15,death_incid,0
"[50,65)",1,2020-05-15,death_incid,0
"[65, Inf)",0,2020-05-15,death_incid,0
"[65, Inf)",1,2020-05-15,death_incid,0
"[-Inf,5)",0,2020-05-16,death_incid,0
"[5,10)",0,2020-05-16,death_incid,0
"[10,20)",0,2020-05-16,death_incid,0
"[20,50)",0,2020-05-16,death_incid,0
"[50,65)",0,2020-05-16,death_incid,0
"[50,65)",1,2020-05-16,death_incid,0
"[65, Inf)",0,2020-05-16,death_incid,0
"[65, Inf)",1,2020-05-16,death_incid,0
"[-Inf,5)",0,2020-05-17,death_incid,0
"[5,10)",0,2020-05-17,death_incid,0
"[10,20)",0,2020-05-17,death_incid,0
"[20,50)",0,2020-05-17,death_incid,0
"[50,65)",0,2020-05-17,death_incid,0
"[50,65)",1,2020-05-17,death_incid,0
"[65, Inf)",0,2020-05-17,death_incid,0
"[65, Inf)",1,2020-05-17,death_incid,2
"[-Inf,5)",0,2020-05-18,death_incid,0
"[5,10)",0,2020-05-18,death_incid,0
"[10,20)",0,2020-05-18,death_incid,0
"[20,50)",0,2020-05-18,death_incid,0
"[50,65)",0,2020-05-18,death_incid,0
"[50,65)",1,2020-05-18,death_incid,0
"[65, Inf)",0,2020-05-18,death_incid,0
"[65, Inf)",1,2020-05-18,death_incid,1
"[-Inf,5)",0,2020-05-19,death_incid,0
"[5,10)",0,2020-05-19,death_incid,0
"[10,20)",0,2020-05-19,death_incid,0
"[20,50)",0,2020-05-19,death_incid,0
"[50,65)",0,2020-05-19,death_incid,0
"[50,65)",1,2020-05-19,death_incid,0
"[65, Inf)",0,2020-05-19,death_incid,0
"[65, Inf)",1,2020-05-19,death_incid,0
"[-Inf,5)",0,2020-05-20,death_incid,0
"[5,10)",0,2020-05-20,death_incid,0
"[10,20)",0,2020-05-20,death_incid,0
"[20,50)",0,2020-05-20,death_incid,0
"[50,65)",0,2020-05-20,death_incid,0
"[50,65)",1,2020-05-20,death_incid,0
"[65, Inf)",0,2020-05-20,death_incid,0
"[65, Inf)",1,2020-05-20,death_incid,0
"[-Inf,5)",0,2020-05-21,death_incid,0
"[5,10)",0,2020-05-21,death_incid,0
"[10,20)",0,2020-05-21,death_incid,0
"[20,50)",0,2020-05-21,death_incid,0
"[50,65)",0,2020-05-21,death_incid,0
"[50,65)",1,2020-05-21,death_incid,0
"[65, Inf)",0,2020-05-21,death_incid,1
"[65, Inf)",1,2020-05-21,death_incid,0
"[-Inf,5)",0,2020-05-22,death_incid,0
"[5,10)",0,2020-05-22,death_incid,0
"[10,20)",0,2020-05-22,death_incid,0
"[20,50)",0,2020-05-22,death_incid,0
"[50,65)",0,2020-05-22,death_incid,0
"[50,65)",1,2020-05-22,death_incid,0
"[65, Inf)",0,2020-05-22,death_incid,0
"[65, Inf)",1,2020-05-22,death_incid,0
"[-Inf,5)",0,2020-05-23,death_incid,0
"[5,10)",0,2020-05-23,death_incid,0
"[10,20)",0,2020-05-23,death_incid,0
"[20,50)",0,2020-05-23,death_incid,0
"[50,65)",0,2020-05-23,death_incid,0
"[50,65)",1,2020-05-23,death_incid,0
"[65, Inf)",0,2020-05-23,death_incid,0
"[65, Inf)",1,2020-05-23,death_incid,0
"[-Inf,5)",0,2020-05-24,death_incid,0
"[5,10)",0,2020-05-24,death_incid,0
"[10,20)",0,2020-05-24,death_incid,0
"[20,50)",0,2020-05-24,death_incid,0
"[50,65)",0,2020-05-24,death_incid,0
"[50,65)",1,2020-05-24,death_incid,0
"[65, Inf)",0,2020-05-24,death_incid,0
"[65, Inf)",1,2020-05-24,death_incid,0
"[-Inf,5)",0,2020-05-25,death_incid,0
"[5,10)",0,2020-05-25,death_incid,0
"[10,20)",0,2020-05-25,death_incid,0
"[20,50)",0,2020-05-25,death_incid,0
"[50,65)",0,2020-05-25,death_incid,1
"[50,65)",1,2020-05-25,death_incid,0
"[65, Inf)",0,2020-05-25,death_incid,0
"[65, Inf)",1,2020-05-25,death_incid,0
"[-Inf,5)",0,2020-05-26,death_incid,0
"[5,10)",0,2020-05-26,death_incid,0
"[10,20)",0,2020-05-26,death_incid,0
"[20,50)",0,2020-05-26,death_incid,0
"[50,65)",0,2020-05-26,death_incid,0
"[50,65)",1,2020-05-26,death_incid,0
"[65, Inf)",0,2020-05-26,death_incid,0
"[65, Inf)",1,2020-05-26,death_incid,0
"[-Inf,5)",0,2020-05-27,death_incid,0
"[5,10)",0,2020-05-27,death_incid,0
"[10,20)",0,2020-05-27,death_incid,0
"[20,50)",0,2020-05-27,death_incid,0
"[50,65)",0,2020-05-27,death_incid,0
"[50,65)",1,2020-05-27,death_incid,0
"[65, Inf)",0,2020-05-27,death_incid,0
"[65, Inf)",1,2020-05-27,death_incid,0
"[-Inf,5)",0,2020-05-28,death_incid,0
"[5,10)",0,2020-05-28,death_incid,0
"[10,20)",0,2020-05-28,death_incid,0
"[20,50)",0,2020-05-28,death_incid,0
"[50,65)",0,2020-05-28,death_incid,0
"[50,65)",1,2020-05-28,death_incid,0
"[65, Inf)",0,2020-05-28,death_incid,0
"[65, Inf)",1,2020-05-28,death_incid,0
"[-Inf,5)",0,2020-05-29,death_incid,0
"[5,10)",0,2020-05-29,death_incid,0
"[10,20)",0,2020-05-29,death_incid,0
"[20,50)",0,2020-05-29,death_incid,0
"[50,65)",0,2020-05-29,death_incid,0
"[50,65)",1,2020-05-29,death_incid,0
"[65, Inf)",0,2020-05-29,death_incid,0
"[65, Inf)",1,2020-05-29,death_incid,0
"[-Inf,5)",0,2020-05-30,death_incid,0
"[5,10)",0,2020-05-30,death_incid,0
"[10,20)",0,2020-05-30,death_incid,0
"[20,50)",0,2020-05-30,death_incid,0
"[50,65)",0,2020-05-30,death_incid,0
"[50,65)",1,2020-05-30,death_incid,0
"[65, Inf)",0,2020-05-30,death_incid,0
"[65, Inf)",1,2020-05-30,death_incid,0
"[-Inf,5)",0,2020-05-31,death_incid,0
"[5,10)",0,2020-05-31,death_incid,0
"[10,20)",0,2020-05-31,death_incid,0
"[20,50)",0,2020-05-31,death_incid,0
"[50,65)",0,2020-05-31,death_incid,0
"[50,65)",1,2020-05-31,death_incid,0
"[65, Inf)",0,2020-05-31,death_incid,0
"[65, Inf)",1,2020-05-31,death_incid,0
"[-Inf,5)",0,2020-06-01,death_incid,0
"[5,10)",0,2020-06-01,death_incid,0
"[10,20)",0,2020-06-01,death_incid,0
"[20,50)",0,2020-06-01,death_incid,0
"[50,65)",0,2020-06-01,death_incid,0
"[50,65)",1,2020-06-01,death_incid,0
"[65, Inf)",0,2020-06-01,death_incid,0
"[65, Inf)",1,2020-06-01,death_incid,0
"[-Inf,5)",0,2020-02-26,case_cumul,0
"[5,10)",0,2020-02-26,case_cumul,0
"[10,20)",0,2020-02-26,case_cumul,0
"[20,50)",0,2020-02-26,case_cumul,1
"[50,65)",0,2020-02-26,case_cumul,0
"[50,65)",1,2020-02-26,case_cumul,0
"[65, Inf)",0,2020-02-26,case_cumul,0
"[65, Inf)",1,2020-02-26,case_cumul,0
"[-Inf,5)",0,2020-02-27,case_cumul,0
"[5,10)",0,2020-02-27,case_cumul,0
"[10,20)",0,2020-02-27,case_cumul,0
"[20,50)",0,2020-02-27,case_cumul,1
"[50,65)",0,2020-02-27,case_cumul,0
"[50,65)",1,2020-02-27,case_cumul,0
"[65, Inf)",0,2020-02-27,case_cumul,0
"[65, Inf)",1,2020-02-27,case_cumul,0
"[-Inf,5)",0,2020-02-28,case_cumul,0
"[5,10)",0,2020-02-28,case_cumul,0
"[10,20)",0,2020-02-28,case_cumul,0
"[20,50)",0,2020-02-28,case_cumul,3
"[50,65)",0,2020-02-28,case_cumul,0
"[50,65)",1,2020-02-28,case_cumul,0
"[65, Inf)",0,2020-02-28,case_cumul,0
"[65, Inf)",1,2020-02-28,case_cumul,0
"[-Inf,5)",0,2020-02-29,case_cumul,0
"[5,10)",0,2020-02-29,case_cumul,0
"[10,20)",0,2020-02-29,case_cumul,0
"[20,50)",0,2020-02-29,case_cumul,7
"[50,65)",0,2020-02-29,case_cumul,0
"[50,65)",1,2020-02-29,case_cumul,0
"[65, Inf)",0,2020-02-29,case_cumul,0
"[65, Inf)",1,2020-02-29,case_cumul,0
"[-Inf,5)",0,2020-03-01,case_cumul,0
"[5,10)",0,2020-03-01,case_cumul,0
"[10,20)",0,2020-03-01,case_cumul,0
"[20,50)",0,2020-03-01,case_cumul,8
"[50,65)",0,2020-03-01,case_cumul,0
"[50,65)",1,2020-03-01,case_cumul,0
"[65, Inf)",0,2020-03-01,case_cumul,0
"[65, Inf)",1,2020-03-01,case_cumul,0
"[-Inf,5)",0,2020-03-02,case_cumul,0
"[5,10)",0,2020-03-02,case_cumul,0
"[10,20)",0,2020-03-02,case_cumul,0
"[20,50)",0,2020-03-02,case_cumul,9
"[50,65)",0,2020-03-02,case_cumul,0
"[50,65)",1,2020-03-02,case_cumul,0
"[65, Inf)",0,2020-03-02,case_cumul,0
"[65, Inf)",1,2020-03-02,case_cumul,0
"[-Inf,5)",0,2020-03-03,case_cumul,0
"[5,10)",0,2020-03-03,case_cumul,0
"[10,20)",0,2020-03-03,case_cumul,1
"[20,50)",0,2020-03-03,case_cumul,10
"[50,65)",0,2020-03-03,case_cumul,0
"[50,65)",1,2020-03-03,case_cumul,0
"[65, Inf)",0,2020-03-03,case_cumul,0
"[65, Inf)",1,2020-03-03,case_cumul,0
"[-Inf,5)",0,2020-03-04,case_cumul,0
"[5,10)",0,2020-03-04,case_cumul,0
"[10,20)",0,2020-03-04,case_cumul,1
"[20,50)",0,2020-03-04,case_cumul,10
"[50,65)",0,2020-03-04,case_cumul,1
"[50,65)",1,2020-03-04,case_cumul,0
"[65, Inf)",0,2020-03-04,case_cumul,0
"[65, Inf)",1,2020-03-04,case_cumul,0
"[-Inf,5)",0,2020-03-05,case_cumul,0
"[5,10)",0,2020-03-05,case_cumul,0
"[10,20)",0,2020-03-05,case_cumul,1
"[20,50)",0,2020-03-05,case_cumul,11
"[50,65)",0,2020-03-05,case_cumul,3
"[50,65)",1,2020-03-05,case_cumul,0
"[65, Inf)",0,2020-03-05,case_cumul,1
"[65, Inf)",1,2020-03-05,case_cumul,0
"[-Inf,5)",0,2020-03-06,case_cumul,0
"[5,10)",0,2020-03-06,case_cumul,0
"[10,20)",0,2020-03-06,case_cumul,1
"[20,50)",0,2020-03-06,case_cumul,16
"[50,65)",0,2020-03-06,case_cumul,5
"[50,65)",1,2020-03-06,case_cumul,0
"[65, Inf)",0,2020-03-06,case_cumul,1
"[65, Inf)",1,2020-03-06,case_cumul,0
"[-Inf,5)",0,2020-03-07,case_cumul,0
"[5,10)",0,2020-03-07,case_cumul,0
"[10,20)",0,2020-03-07,case_cumul,1
"[20,50)",0,2020-03-07,case_cumul,24
"[50,65)",0,2020-03-07,case_cumul,9
"[50,65)",1,2020-03-07,case_cumul,0
"[65, Inf)",0,2020-03-07,case_cumul,1
"[65, Inf)",1,2020-03-07,case_cumul,0
"[-Inf,5)",0,2020-03-08,case_cumul,0
"[5,10)",0,2020-03-08,case_cumul,0
"[10,20)",0,2020-03-08,case_cumul,1
"[20,50)",0,2020-03-08,case_cumul,24
"[50,65)",0,2020-03-08,case_cumul,9
"[50,65)",1,2020-03-08,case_cumul,0
"[65, Inf)",0,2020-03-08,case_cumul,2
"[65, Inf)",1,2020-03-08,case_cumul,0
"[-Inf,5)",0,2020-03-09,case_cumul,0
"[5,10)",0,2020-03-09,case_cumul,0
"[10,20)",0,2020-03-09,case_cumul,1
"[20,50)",0,2020-03-09,case_cumul,35
"[50,65)",0,2020-03-09,case_cumul,12
"[50,65)",1,2020-03-09,case_cumul,0
"[65, Inf)",0,2020-03-09,case_cumul,4
"[65, Inf)",1,2020-03-09,case_cumul,0
"[-Inf,5)",0,2020-03-10,case_cumul,0
"[5,10)",0,2020-03-10,case_cumul,0
"[10,20)",0,2020-03-10,case_cumul,1
"[20,50)",0,2020-03-10,case_cumul,47
"[50,65)",0,2020-03-10,case_cumul,14
"[50,65)",1,2020-03-10,case_cumul,0
"[65, Inf)",0,2020-03-10,case_cumul,11
"[65, Inf)",1,2020-03-10,case_cumul,0
"[-Inf,5)",0,2020-03-11,case_cumul,0
"[5,10)",0,2020-03-11,case_cumul,0
"[10,20)",0,2020-03-11,case_cumul,1
"[20,50)",0,2020-03-11,case_cumul,64
"[50,65)",0,2020-03-11,case_cumul,22
"[50,65)",1,2020-03-11,case_cumul,0
"[65, Inf)",0,2020-03-11,case_cumul,16
"[65, Inf)",1,2020-03-11,case_cumul,0
"[-Inf,5)",0,2020-03-12,case_cumul,0
"[5,10)",0,2020-03-12,case_cumul,0
"[10,20)",0,2020-03-12,case_cumul,1
"[20,50)",0,2020-03-12,case_cumul,83
"[50,65)",0,2020-03-12,case_cumul,24
"[50,65)",1,2020-03-12,case_cumul,0
"[65, Inf)",0,2020-03-12,case_cumul,24
"[65, Inf)",1,2020-03-12,case_cumul,0
"[-Inf,5)",0,2020-03-13,case_cumul,0
"[5,10)",0,2020-03-13,case_cumul,0
"[10,20)",0,2020-03-13,case_cumul,1
"[20,50)",0,2020-03-13,case_cumul,118
"[50,65)",0,2020-03-13,case_cumul,32
"[50,65)",1,2020-03-13,case_cumul,0
"[65, Inf)",0,2020-03-13,case_cumul,36
"[65, Inf)",1,2020-03-13,case_cumul,2
"[-Inf,5)",0,2020-03-14,case_cumul,0
"[5,10)",0,2020-03-14,case_cumul,0
"[10,20)",0,2020-03-14,case_cumul,2
"[20,50)",0,2020-03-14,case_cumul,137
"[50,65)",0,2020-03-14,case_cumul,44
"[50,65)",1,2020-03-14,case_cumul,0
"[65, Inf)",0,2020-03-14,case_cumul,49
"[65, Inf)",1,2020-03-14,case_cumul,3
"[-Inf,5)",0,2020-03-15,case_cumul,0
"[5,10)",0,2020-03-15,case_cumul,0
"[10,20)",0,2020-03-15,case_cumul,2
"[20,50)",0,2020-03-15,case_cumul,152
"[50,65)",0,2020-03-15,case_cumul,59
"[50,65)",1,2020-03-15,case_cumul,0
"[65, Inf)",0,2020-03-15,case_cumul,62
"[65, Inf)",1,2020-03-15,case_cumul,5
"[-Inf,5)",0,2020-03-16,case_cumul,0
"[5,10)",0,2020-03-16,case_cumul,0
"[10,20)",0,2020-03-16,case_cumul,3
"[20,50)",0,2020-03-16,case_cumul,213
"[50,65)",0,2020-03-16,case_cumul,95
"[50,65)",1,2020-03-16,case_cumul,0
"[65, Inf)",0,2020-03-16,case_cumul,79
"[65, Inf)",1,2020-03-16,case_cumul,6
"[-Inf,5)",0,2020-03-17,case_cumul,0
"[5,10)",0,2020-03-17,case_cumul,0
"[10,20)",0,2020-03-17,case_cumul,5
"[20,50)",0,2020-03-17,case_cumul,284
"[50,65)",0,2020-03-17,case_cumul,126
"[50,65)",1,2020-03-17,case_cumul,0
"[65, Inf)",0,2020-03-17,case_cumul,116
"[65, Inf)",1,2020-03-17,case_cumul,8
"[-Inf,5)",0,2020-03-18,case_cumul,0
"[5,10)",0,2020-03-18,case_cumul,1
"[10,20)",0,2020-03-18,case_cumul,8
"[20,50)",0,2020-03-18,case_cumul,374
"[50,65)",0,2020-03-18,case_cumul,180
"[50,65)",1,2020-03-18,case_cumul,0
"[65, Inf)",0,2020-03-18,case_cumul,150
"[65, Inf)",1,2020-03-18,case_cumul,12
"[-Inf,5)",0,2020-03-19,case_cumul,1
"[5,10)",0,2020-03-19,case_cumul,1
"[10,20)",0,2020-03-19,case_cumul,16
"[20,50)",0,2020-03-19,case_cumul,464
"[50,65)",0,2020-03-19,case_cumul,240
"[50,65)",1,2020-03-19,case_cumul,0
"[65, Inf)",0,2020-03-19,case_cumul,205
"[65, Inf)",1,2020-03-19,case_cumul,13
"[-Inf,5)",0,2020-03-20,case_cumul,1
"[5,10)",0,2020-03-20,case_cumul,3
"[10,20)",0,2020-03-20,case_cumul,19
"[20,50)",0,2020-03-20,case_cumul,543
"[50,65)",0,2020-03-20,case_cumul,288
"[50,65)",1,2020-03-20,case_cumul,0
"[65, Inf)",0,2020-03-20,case_cumul,238
"[65, Inf)",1,2020-03-20,case_cumul,15
"[-Inf,5)",0,2020-03-21,case_cumul,1
