age_class,EMS,date,var,value
"[65, Inf)",1,2020-05-08,case_incid,0
"[-Inf,5)",0,2020-05-09,case_incid,0
"[5,10)",0,2020-05-09,case_incid,1
"[10,20)",0,2020-05-09,case_incid,0
"[20,50)",0,2020-05-09,case_incid,5
"[50,65)",0,2020-05-09,case_incid,3
"[50,65)",1,2020-05-09,case_incid,0
"[65, Inf)",0,2020-05-09,case_incid,0
"[65, Inf)",1,2020-05-09,case_incid,0
"[-Inf,5)",0,2020-05-10,case_incid,0
"[5,10)",0,2020-05-10,case_incid,0
"[10,20)",0,2020-05-10,case_incid,1
"[20,50)",0,2020-05-10,case_incid,0
"[50,65)",0,2020-05-10,case_incid,0
"[50,65)",1,2020-05-10,case_incid,0
"[65, Inf)",0,2020-05-10,case_incid,0
"[65, Inf)",1,2020-05-10,case_incid,0
"[-Inf,5)",0,2020-05-11,case_incid,0
"[5,10)",0,2020-05-11,case_incid,0
"[10,20)",0,2020-05-11,case_incid,0
"[20,50)",0,2020-05-11,case_incid,1
"[50,65)",0,2020-05-11,case_incid,0
"[50,65)",1,2020-05-11,case_incid,0
"[65, Inf)",0,2020-05-11,case_incid,0
"[65, Inf)",1,2020-05-11,case_incid,3
"[-Inf,5)",0,2020-05-12,case_incid,0
"[5,10)",0,2020-05-12,case_incid,0
"[10,20)",0,2020-05-12,case_incid,0
"[20,50)",0,2020-05-12,case_incid,8
"[50,65)",0,2020-05-12,case_incid,2
"[50,65)",1,2020-05-12,case_incid,0
"[65, Inf)",0,2020-05-12,case_incid,0
"[65, Inf)",1,2020-05-12,case_incid,0
"[-Inf,5)",0,2020-05-13,case_incid,0
"[5,10)",0,2020-05-13,case_incid,0
"[10,20)",0,2020-05-13,case_incid,0
"[20,50)",0,2020-05-13,case_incid,1
"[50,65)",0,2020-05-13,case_incid,2
"[50,65)",1,2020-05-13,case_incid,0
"[65, Inf)",0,2020-05-13,case_incid,1
"[65, Inf)",1,2020-05-13,case_incid,0
"[-Inf,5)",0,2020-05-14,case_incid,0
"[5,10)",0,2020-05-14,case_incid,0
"[10,20)",0,2020-05-14,case_incid,0
"[20,50)",0,2020-05-14,case_incid,2
"[50,65)",0,2020-05-14,case_incid,4
"[50,65)",1,2020-05-14,case_incid,0
"[65, Inf)",0,2020-05-14,case_incid,1
"[65, Inf)",1,2020-05-14,case_incid,0
"[-Inf,5)",0,2020-05-15,case_incid,0
"[5,10)",0,2020-05-15,case_incid,0
"[10,20)",0,2020-05-15,case_incid,0
"[20,50)",0,2020-05-15,case_incid,3
"[50,65)",0,2020-05-15,case_incid,2
"[50,65)",1,2020-05-15,case_incid,0
"[65, Inf)",0,2020-05-15,case_incid,0
"[65, Inf)",1,2020-05-15,case_incid,1
"[-Inf,5)",0,2020-05-16,case_incid,0
"[5,10)",0,2020-05-16,case_incid,0
"[10,20)",0,2020-05-16,case_incid,0
"[20,50)",0,2020-05-16,case_incid,0
"[50,65)",0,2020-05-16,case_incid,2
"[50,65)",1,2020-05-16,case_incid,0
"[65, Inf)",0,2020-05-16,case_incid,0
"[65, Inf)",1,2020-05-16,case_incid,0
"[-Inf,5)",0,2020-05-17,case_incid,0
"[5,10)",0,2020-05-17,case_incid,0
"[10,20)",0,2020-05-17,case_incid,0
"[20,50)",0,2020-05-17,case_incid,1
"[50,65)",0,2020-05-17,case_incid,0
"[50,65)",1,2020-05-17,case_incid,0
"[65, Inf)",0,2020-05-17,case_incid,0
"[65, Inf)",1,2020-05-17,case_incid,0
"[-Inf,5)",0,2020-05-18,case_incid,0
"[5,10)",0,2020-05-18,case_incid,0
"[10,20)",0,2020-05-18,case_incid,0
"[20,50)",0,2020-05-18,case_incid,1
"[50,65)",0,2020-05-18,case_incid,0
"[50,65)",1,2020-05-18,case_incid,0
"[65, Inf)",0,2020-05-18,case_incid,0
"[65, Inf)",1,2020-05-18,case_incid,0
"[-Inf,5)",0,2020-05-19,case_incid,0
"[5,10)",0,2020-05-19,case_incid,0
"[10,20)",0,2020-05-19,case_incid,0
"[20,50)",0,2020-05-19,case_incid,1
"[50,65)",0,2020-05-19,case_incid,1
"[50,65)",1,2020-05-19,case_incid,0
"[65, Inf)",0,2020-05-19,case_incid,0
"[65, Inf)",1,2020-05-19,case_incid,0
"[-Inf,5)",0,2020-05-20,case_incid,0
"[5,10)",0,2020-05-20,case_incid,0
"[10,20)",0,2020-05-20,case_incid,2
"[20,50)",0,2020-05-20,case_incid,2
"[50,65)",0,2020-05-20,case_incid,1
"[50,65)",1,2020-05-20,case_incid,0
"[65, Inf)",0,2020-05-20,case_incid,0
"[65, Inf)",1,2020-05-20,case_incid,0
"[-Inf,5)",0,2020-05-21,case_incid,0
"[5,10)",0,2020-05-21,case_incid,0
"[10,20)",0,2020-05-21,case_incid,0
"[20,50)",0,2020-05-21,case_incid,2
"[50,65)",0,2020-05-21,case_incid,3
"[50,65)",1,2020-05-21,case_incid,0
"[65, Inf)",0,2020-05-21,case_incid,0
"[65, Inf)",1,2020-05-21,case_incid,0
"[-Inf,5)",0,2020-05-22,case_incid,1
"[5,10)",0,2020-05-22,case_incid,0
"[10,20)",0,2020-05-22,case_incid,0
"[20,50)",0,2020-05-22,case_incid,1
"[50,65)",0,2020-05-22,case_incid,0
"[50,65)",1,2020-05-22,case_incid,0
"[65, Inf)",0,2020-05-22,case_incid,0
"[65, Inf)",1,2020-05-22,case_incid,0
"[-Inf,5)",0,2020-05-23,case_incid,0
"[5,10)",0,2020-05-23,case_incid,0
"[10,20)",0,2020-05-23,case_incid,0
"[20,50)",0,2020-05-23,case_incid,0
"[50,65)",0,2020-05-23,case_incid,0
"[50,65)",1,2020-05-23,case_incid,0
"[65, Inf)",0,2020-05-23,case_incid,1
"[65, Inf)",1,2020-05-23,case_incid,1
"[-Inf,5)",0,2020-05-24,case_incid,0
"[5,10)",0,2020-05-24,case_incid,0
"[10,20)",0,2020-05-24,case_incid,0
"[20,50)",0,2020-05-24,case_incid,0
"[50,65)",0,2020-05-24,case_incid,0
"[50,65)",1,2020-05-24,case_incid,0
"[65, Inf)",0,2020-05-24,case_incid,0
"[65, Inf)",1,2020-05-24,case_incid,0
"[-Inf,5)",0,2020-05-25,case_incid,0
"[5,10)",0,2020-05-25,case_incid,0
"[10,20)",0,2020-05-25,case_incid,0
"[20,50)",0,2020-05-25,case_incid,0
"[50,65)",0,2020-05-25,case_incid,0
"[50,65)",1,2020-05-25,case_incid,0
"[65, Inf)",0,2020-05-25,case_incid,0
"[65, Inf)",1,2020-05-25,case_incid,0
"[-Inf,5)",0,2020-05-26,case_incid,0
"[5,10)",0,2020-05-26,case_incid,0
"[10,20)",0,2020-05-26,case_incid,1
"[20,50)",0,2020-05-26,case_incid,1
"[50,65)",0,2020-05-26,case_incid,1
"[50,65)",1,2020-05-26,case_incid,0
"[65, Inf)",0,2020-05-26,case_incid,2
"[65, Inf)",1,2020-05-26,case_incid,0
"[-Inf,5)",0,2020-05-27,case_incid,0
"[5,10)",0,2020-05-27,case_incid,0
"[10,20)",0,2020-05-27,case_incid,0
"[20,50)",0,2020-05-27,case_incid,1
"[50,65)",0,2020-05-27,case_incid,2
"[50,65)",1,2020-05-27,case_incid,0
"[65, Inf)",0,2020-05-27,case_incid,0
"[65, Inf)",1,2020-05-27,case_incid,0
"[-Inf,5)",0,2020-05-28,case_incid,0
"[5,10)",0,2020-05-28,case_incid,0
"[10,20)",0,2020-05-28,case_incid,0
"[20,50)",0,2020-05-28,case_incid,1
"[50,65)",0,2020-05-28,case_incid,1
"[50,65)",1,2020-05-28,case_incid,0
"[65, Inf)",0,2020-05-28,case_incid,0
"[65, Inf)",1,2020-05-28,case_incid,0
"[-Inf,5)",0,2020-05-29,case_incid,0
"[5,10)",0,2020-05-29,case_incid,0
"[10,20)",0,2020-05-29,case_incid,0
"[20,50)",0,2020-05-29,case_incid,4
"[50,65)",0,2020-05-29,case_incid,0
"[50,65)",1,2020-05-29,case_incid,0
"[65, Inf)",0,2020-05-29,case_incid,0
"[65, Inf)",1,2020-05-29,case_incid,0
"[-Inf,5)",0,2020-05-30,case_incid,0
"[5,10)",0,2020-05-30,case_incid,0
"[10,20)",0,2020-05-30,case_incid,0
"[20,50)",0,2020-05-30,case_incid,2
"[50,65)",0,2020-05-30,case_incid,3
"[50,65)",1,2020-05-30,case_incid,0
"[65, Inf)",0,2020-05-30,case_incid,0
"[65, Inf)",1,2020-05-30,case_incid,0
"[-Inf,5)",0,2020-05-31,case_incid,0
"[5,10)",0,2020-05-31,case_incid,0
"[10,20)",0,2020-05-31,case_incid,0
"[20,50)",0,2020-05-31,case_incid,0
"[50,65)",0,2020-05-31,case_incid,0
"[50,65)",1,2020-05-31,case_incid,0
"[65, Inf)",0,2020-05-31,case_incid,0
"[65, Inf)",1,2020-05-31,case_incid,0
"[-Inf,5)",0,2020-06-01,case_incid,0
"[5,10)",0,2020-06-01,case_incid,0
"[10,20)",0,2020-06-01,case_incid,0
"[20,50)",0,2020-06-01,case_incid,1
"[50,65)",0,2020-06-01,case_incid,0
"[50,65)",1,2020-06-01,case_incid,0
"[65, Inf)",0,2020-06-01,case_incid,0
"[65, Inf)",1,2020-06-01,case_incid,0
"[-Inf,5)",0,2020-02-26,death_incid,0
"[5,10)",0,2020-02-26,death_incid,0
"[10,20)",0,2020-02-26,death_incid,0
"[20,50)",0,2020-02-26,death_incid,0
"[50,65)",0,2020-02-26,death_incid,0
"[50,65)",1,2020-02-26,death_incid,0
"[65, Inf)",0,2020-02-26,death_incid,0
"[65, Inf)",1,2020-02-26,death_incid,0
"[-Inf,5)",0,2020-02-27,death_incid,0
"[5,10)",0,2020-02-27,death_incid,0
"[10,20)",0,2020-02-27,death_incid,0
"[20,50)",0,2020-02-27,death_incid,0
"[50,65)",0,2020-02-27,death_incid,0
"[50,65)",1,2020-02-27,death_incid,0
"[65, Inf)",0,2020-02-27,death_incid,0
"[65, Inf)",1,2020-02-27,death_incid,0
"[-Inf,5)",0,2020-02-28,death_incid,0
"[5,10)",0,2020-02-28,death_incid,0
"[10,20)",0,2020-02-28,death_incid,0
"[20,50)",0,2020-02-28,death_incid,0
"[50,65)",0,2020-02-28,death_incid,0
"[50,65)",1,2020-02-28,death_incid,0
"[65, Inf)",0,2020-02-28,death_incid,0
"[65, Inf)",1,2020-02-28,death_incid,0
"[-Inf,5)",0,2020-02-29,death_incid,0
"[5,10)",0,2020-02-29,death_incid,0
"[10,20)",0,2020-02-29,death_incid,0
"[20,50)",0,2020-02-29,death_incid,0
"[50,65)",0,2020-02-29,death_incid,0
"[50,65)",1,2020-02-29,death_incid,0
"[65, Inf)",0,2020-02-29,death_incid,0
"[65, Inf)",1,2020-02-29,death_incid,0
"[-Inf,5)",0,2020-03-01,death_incid,0
"[5,10)",0,2020-03-01,death_incid,0
"[10,20)",0,2020-03-01,death_incid,0
"[20,50)",0,2020-03-01,death_incid,0
"[50,65)",0,2020-03-01,death_incid,0
"[50,65)",1,2020-03-01,death_incid,0
"[65, Inf)",0,2020-03-01,death_incid,0
"[65, Inf)",1,2020-03-01,death_incid,0
"[-Inf,5)",0,2020-03-02,death_incid,0
"[5,10)",0,2020-03-02,death_incid,0
"[10,20)",0,2020-03-02,death_incid,0
"[20,50)",0,2020-03-02,death_incid,0
"[50,65)",0,2020-03-02,death_incid,0
"[50,65)",1,2020-03-02,death_incid,0
"[65, Inf)",0,2020-03-02,death_incid,0
"[65, Inf)",1,2020-03-02,death_incid,0
"[-Inf,5)",0,2020-03-03,death_incid,0
"[5,10)",0,2020-03-03,death_incid,0
"[10,20)",0,2020-03-03,death_incid,0
"[20,50)",0,2020-03-03,death_incid,0
"[50,65)",0,2020-03-03,death_incid,0
"[50,65)",1,2020-03-03,death_incid,0
"[65, Inf)",0,2020-03-03,death_incid,0
"[65, Inf)",1,2020-03-03,death_incid,0
"[-Inf,5)",0,2020-03-04,death_incid,0
"[5,10)",0,2020-03-04,death_incid,0
"[10,20)",0,2020-03-04,death_incid,0
"[20,50)",0,2020-03-04,death_incid,0
"[50,65)",0,2020-03-04,death_incid,0
"[50,65)",1,2020-03-04,death_incid,0
"[65, Inf)",0,2020-03-04,death_incid,0
"[65, Inf)",1,2020-03-04,death_incid,0
"[-Inf,5)",0,2020-03-05,death_incid,0
"[5,10)",0,2020-03-05,death_incid,0
"[10,20)",0,2020-03-05,death_incid,0
"[20,50)",0,2020-03-05,death_incid,0
"[50,65)",0,2020-03-05,death_incid,0
"[50,65)",1,2020-03-05,death_incid,0
"[65, Inf)",0,2020-03-05,death_incid,0
"[65, Inf)",1,2020-03-05,death_incid,0
"[-Inf,5)",0,2020-03-06,death_incid,0
"[5,10)",0,2020-03-06,death_incid,0
"[10,20)",0,2020-03-06,death_incid,0
"[20,50)",0,2020-03-06,death_incid,0
"[50,65)",0,2020-03-06,death_incid,0
"[50,65)",1,2020-03-06,death_incid,0
"[65, Inf)",0,2020-03-06,death_incid,0
"[65, Inf)",1,2020-03-06,death_incid,0
"[-Inf,5)",0,2020-03-07,death_incid,0
"[5,10)",0,2020-03-07,death_incid,0
"[10,20)",0,2020-03-07,death_incid,0
"[20,50)",0,2020-03-07,death_incid,0
"[50,65)",0,2020-03-07,death_incid,0
"[50,65)",1,2020-03-07,death_incid,0
"[65, Inf)",0,2020-03-07,death_incid,0
"[65, Inf)",1,2020-03-07,death_incid,0
"[-Inf,5)",0,2020-03-08,death_incid,0
"[5,10)",0,2020-03-08,death_incid,0
"[10,20)",0,2020-03-08,death_incid,0
"[20,50)",0,2020-03-08,death_incid,0
"[50,65)",0,2020-03-08,death_incid,0
"[50,65)",1,2020-03-08,death_incid,0
"[65, Inf)",0,2020-03-08,death_incid,0
"[65, Inf)",1,2020-03-08,death_incid,0
"[-Inf,5)",0,2020-03-09,death_incid,0
"[5,10)",0,2020-03-09,death_incid,0
"[10,20)",0,2020-03-09,death_incid,0
"[20,50)",0,2020-03-09,death_incid,0
"[50,65)",0,2020-03-09,death_incid,0
"[50,65)",1,2020-03-09,death_incid,0
"[65, Inf)",0,2020-03-09,death_incid,0
"[65, Inf)",1,2020-03-09,death_incid,0
"[-Inf,5)",0,2020-03-10,death_incid,0
"[5,10)",0,2020-03-10,death_incid,0
"[10,20)",0,2020-03-10,death_incid,0
"[20,50)",0,2020-03-10,death_incid,1
"[50,65)",0,2020-03-10,death_incid,0
"[50,65)",1,2020-03-10,death_incid,0
"[65, Inf)",0,2020-03-10,death_incid,0
"[65, Inf)",1,2020-03-10,death_incid,0
"[-Inf,5)",0,2020-03-11,death_incid,0
"[5,10)",0,2020-03-11,death_incid,0
"[10,20)",0,2020-03-11,death_incid,0
"[20,50)",0,2020-03-11,death_incid,0
"[50,65)",0,2020-03-11,death_incid,0
"[50,65)",1,2020-03-11,death_incid,0
"[65, Inf)",0,2020-03-11,death_incid,0
"[65, Inf)",1,2020-03-11,death_incid,0
"[-Inf,5)",0,2020-03-12,death_incid,0
"[5,10)",0,2020-03-12,death_incid,0
"[10,20)",0,2020-03-12,death_incid,0
"[20,50)",0,2020-03-12,death_incid,0
"[50,65)",0,2020-03-12,death_incid,0
"[50,65)",1,2020-03-12,death_incid,0
"[65, Inf)",0,2020-03-12,death_incid,1
"[65, Inf)",1,2020-03-12,death_incid,0
"[-Inf,5)",0,2020-03-13,death_incid,0
"[5,10)",0,2020-03-13,death_incid,0
"[10,20)",0,2020-03-13,death_incid,0
"[20,50)",0,2020-03-13,death_incid,0
"[50,65)",0,2020-03-13,death_incid,0
"[50,65)",1,2020-03-13,death_incid,0
"[65, Inf)",0,2020-03-13,death_incid,0
"[65, Inf)",1,2020-03-13,death_incid,0
"[-Inf,5)",0,2020-03-14,death_incid,0
"[5,10)",0,2020-03-14,death_incid,0
"[10,20)",0,2020-03-14,death_incid,0
"[20,50)",0,2020-03-14,death_incid,0
"[50,65)",0,2020-03-14,death_incid,0
"[50,65)",1,2020-03-14,death_incid,0
"[65, Inf)",0,2020-03-14,death_incid,0
"[65, Inf)",1,2020-03-14,death_incid,0
"[-Inf,5)",0,2020-03-15,death_incid,0
"[5,10)",0,2020-03-15,death_incid,0
"[10,20)",0,2020-03-15,death_incid,0
"[20,50)",0,2020-03-15,death_incid,0
"[50,65)",0,2020-03-15,death_incid,0
"[50,65)",1,2020-03-15,death_incid,0
"[65, Inf)",0,2020-03-15,death_incid,2
"[65, Inf)",1,2020-03-15,death_incid,0
"[-Inf,5)",0,2020-03-16,death_incid,0
"[5,10)",0,2020-03-16,death_incid,0
"[10,20)",0,2020-03-16,death_incid,0
"[20,50)",0,2020-03-16,death_incid,0
"[50,65)",0,2020-03-16,death_incid,0
"[50,65)",1,2020-03-16,death_incid,0
"[65, Inf)",0,2020-03-16,death_incid,0
"[65, Inf)",1,2020-03-16,death_incid,0
"[-Inf,5)",0,2020-03-17,death_incid,0
"[5,10)",0,2020-03-17,death_incid,0
"[10,20)",0,2020-03-17,death_incid,0
"[20,50)",0,2020-03-17,death_incid,0
"[50,65)",0,2020-03-17,death_incid,0
"[50,65)",1,2020-03-17,death_incid,0
"[65, Inf)",0,2020-03-17,death_incid,1
"[65, Inf)",1,2020-03-17,death_incid,0
"[-Inf,5)",0,2020-03-18,death_incid,0
"[5,10)",0,2020-03-18,death_incid,0
"[10,20)",0,2020-03-18,death_incid,0
"[20,50)",0,2020-03-18,death_incid,0
"[50,65)",0,2020-03-18,death_incid,0
"[50,65)",1,2020-03-18,death_incid,0
"[65, Inf)",0,2020-03-18,death_incid,1
"[65, Inf)",1,2020-03-18,death_incid,0
"[-Inf,5)",0,2020-03-19,death_incid,0
"[5,10)",0,2020-03-19,death_incid,0
"[10,20)",0,2020-03-19,death_incid,0
"[20,50)",0,2020-03-19,death_incid,0
"[50,65)",0,2020-03-19,death_incid,0
"[50,65)",1,2020-03-19,death_incid,0
"[65, Inf)",0,2020-03-19,death_incid,1
"[65, Inf)",1,2020-03-19,death_incid,0
"[-Inf,5)",0,2020-03-20,death_incid,0
"[5,10)",0,2020-03-20,death_incid,0
"[10,20)",0,2020-03-20,death_incid,0
"[20,50)",0,2020-03-20,death_incid,0
"[50,65)",0,2020-03-20,death_incid,0
"[50,65)",1,2020-03-20,death_incid,0
"[65, Inf)",0,2020-03-20,death_incid,2
"[65, Inf)",1,2020-03-20,death_incid,0
"[-Inf,5)",0,2020-03-21,death_incid,0
"[5,10)",0,2020-03-21,death_incid,0
"[10,20)",0,2020-03-21,death_incid,0
"[20,50)",0,2020-03-21,death_incid,0
"[50,65)",0,2020-03-21,death_incid,0
"[50,65)",1,2020-03-21,death_incid,0
"[65, Inf)",0,2020-03-21,death_incid,0
"[65, Inf)",1,2020-03-21,death_incid,0
"[-Inf,5)",0,2020-03-22,death_incid,0
"[5,10)",0,2020-03-22,death_incid,0
"[10,20)",0,2020-03-22,death_incid,0
"[20,50)",0,2020-03-22,death_incid,0
"[50,65)",0,2020-03-22,death_incid,0
"[50,65)",1,2020-03-22,death_incid,0
"[65, Inf)",0,2020-03-22,death_incid,1
"[65, Inf)",1,2020-03-22,death_incid,0
"[-Inf,5)",0,2020-03-23,death_incid,0
"[5,10)",0,2020-03-23,death_incid,0
"[10,20)",0,2020-03-23,death_incid,0
"[20,50)",0,2020-03-23,death_incid,0
"[50,65)",0,2020-03-23,death_incid,1
"[50,65)",1,2020-03-23,death_incid,0
"[65, Inf)",0,2020-03-23,death_incid,4
"[65, Inf)",1,2020-03-23,death_incid,0
"[-Inf,5)",0,2020-03-24,death_incid,0
"[5,10)",0,2020-03-24,death_incid,0
"[10,20)",0,2020-03-24,death_incid,0
"[20,50)",0,2020-03-24,death_incid,0
"[50,65)",0,2020-03-24,death_incid,0
"[50,65)",1,2020-03-24,death_incid,0
"[65, Inf)",0,2020-03-24,death_incid,1
"[65, Inf)",1,2020-03-24,death_incid,0
"[-Inf,5)",0,2020-03-25,death_incid,0
"[5,10)",0,2020-03-25,death_incid,0
"[10,20)",0,2020-03-25,death_incid,0
"[20,50)",0,2020-03-25,death_incid,0
"[50,65)",0,2020-03-25,death_incid,1
"[50,65)",1,2020-03-25,death_incid,0
"[65, Inf)",0,2020-03-25,death_incid,6
"[65, Inf)",1,2020-03-25,death_incid,0
"[-Inf,5)",0,2020-03-26,death_incid,0
"[5,10)",0,2020-03-26,death_incid,0
"[10,20)",0,2020-03-26,death_incid,0
"[20,50)",0,2020-03-26,death_incid,0
"[50,65)",0,2020-03-26,death_incid,0
"[50,65)",1,2020-03-26,death_incid,0
"[65, Inf)",0,2020-03-26,death_incid,1
"[65, Inf)",1,2020-03-26,death_incid,1
"[-Inf,5)",0,2020-03-27,death_incid,0
"[5,10)",0,2020-03-27,death_incid,0
"[10,20)",0,2020-03-27,death_incid,0
"[20,50)",0,2020-03-27,death_incid,0
"[50,65)",0,2020-03-27,death_incid,0
"[50,65)",1,2020-03-27,death_incid,0
"[65, Inf)",0,2020-03-27,death_incid,6
"[65, Inf)",1,2020-03-27,death_incid,3
"[-Inf,5)",0,2020-03-28,death_incid,0
"[5,10)",0,2020-03-28,death_incid,0
"[10,20)",0,2020-03-28,death_incid,0
"[20,50)",0,2020-03-28,death_incid,0
"[50,65)",0,2020-03-28,death_incid,0
"[50,65)",1,2020-03-28,death_incid,0
"[65, Inf)",0,2020-03-28,death_incid,4
"[65, Inf)",1,2020-03-28,death_incid,3
"[-Inf,5)",0,2020-03-29,death_incid,0
"[5,10)",0,2020-03-29,death_incid,0
"[10,20)",0,2020-03-29,death_incid,0
"[20,50)",0,2020-03-29,death_incid,0
"[50,65)",0,2020-03-29,death_incid,2
"[50,65)",1,2020-03-29,death_incid,0
"[65, Inf)",0,2020-03-29,death_incid,5
"[65, Inf)",1,2020-03-29,death_incid,2
"[-Inf,5)",0,2020-03-30,death_incid,0
"[5,10)",0,2020-03-30,death_incid,0
"[10,20)",0,2020-03-30,death_incid,0
"[20,50)",0,2020-03-30,death_incid,0
"[50,65)",0,2020-03-30,death_incid,0
"[50,65)",1,2020-03-30,death_incid,0
"[65, Inf)",0,2020-03-30,death_incid,5
"[65, Inf)",1,2020-03-30,death_incid,3
"[-Inf,5)",0,2020-03-31,death_incid,0
"[5,10)",0,2020-03-31,death_incid,0
"[10,20)",0,2020-03-31,death_incid,0
"[20,50)",0,2020-03-31,death_incid,0
"[50,65)",0,2020-03-31,death_incid,0
"[50,65)",1,2020-03-31,death_incid,0
"[65, Inf)",0,2020-03-31,death_incid,6
"[65, Inf)",1,2020-03-31,death_incid,4
"[-Inf,5)",0,2020-04-01,death_incid,0
"[5,10)",0,2020-04-01,death_incid,0
"[10,20)",0,2020-04-01,death_incid,0
"[20,50)",0,2020-04-01,death_incid,0
"[50,65)",0,2020-04-01,death_incid,0
"[50,65)",1,2020-04-01,death_incid,0
"[65, Inf)",0,2020-04-01,death_incid,7
"[65, Inf)",1,2020-04-01,death_incid,2
"[-Inf,5)",0,2020-04-02,death_incid,0
"[5,10)",0,2020-04-02,death_incid,0
"[10,20)",0,2020-04-02,death_incid,0
"[20,50)",0,2020-04-02,death_incid,0
"[50,65)",0,2020-04-02,death_incid,0
"[50,65)",1,2020-04-02,death_incid,0
"[65, Inf)",0,2020-04-02,death_incid,6
"[65, Inf)",1,2020-04-02,death_incid,2
"[-Inf,5)",0,2020-04-03,death_incid,0
"[5,10)",0,2020-04-03,death_incid,0
"[10,20)",0,2020-04-03,death_incid,0
"[20,50)",0,2020-04-03,death_incid,0
"[50,65)",0,2020-04-03,death_incid,0
"[50,65)",1,2020-04-03,death_incid,0
"[65, Inf)",0,2020-04-03,death_incid,4
"[65, Inf)",1,2020-04-03,death_incid,3
"[-Inf,5)",0,2020-04-04,death_incid,0
"[5,10)",0,2020-04-04,death_incid,0
"[10,20)",0,2020-04-04,death_incid,0
"[20,50)",0,2020-04-04,death_incid,0
"[50,65)",0,2020-04-04,death_incid,1
"[50,65)",1,2020-04-04,death_incid,0
"[65, Inf)",0,2020-04-04,death_incid,5
"[65, Inf)",1,2020-04-04,death_incid,7
"[-Inf,5)",0,2020-04-05,death_incid,0
"[5,10)",0,2020-04-05,death_incid,0
"[10,20)",0,2020-04-05,death_incid,0
"[20,50)",0,2020-04-05,death_incid,0
"[50,65)",0,2020-04-05,death_incid,0
"[50,65)",1,2020-04-05,death_incid,0
"[65, Inf)",0,2020-04-05,death_incid,5
"[65, Inf)",1,2020-04-05,death_incid,2
"[-Inf,5)",0,2020-04-06,death_incid,0
"[5,10)",0,2020-04-06,death_incid,0
"[10,20)",0,2020-04-06,death_incid,0
"[20,50)",0,2020-04-06,death_incid,0
"[50,65)",0,2020-04-06,death_incid,0
"[50,65)",1,2020-04-06,death_incid,0
"[65, Inf)",0,2020-04-06,death_incid,7
"[65, Inf)",1,2020-04-06,death_incid,5
"[-Inf,5)",0,2020-04-07,death_incid,0
"[5,10)",0,2020-04-07,death_incid,0
"[10,20)",0,2020-04-07,death_incid,0
"[20,50)",0,2020-04-07,death_incid,0
"[50,65)",0,2020-04-07,death_incid,1
"[50,65)",1,2020-04-07,death_incid,0
"[65, Inf)",0,2020-04-07,death_incid,5
"[65, Inf)",1,2020-04-07,death_incid,5
"[-Inf,5)",0,2020-04-08,death_incid,0
"[5,10)",0,2020-04-08,death_incid,0
"[10,20)",0,2020-04-08,death_incid,0
"[20,50)",0,2020-04-08,death_incid,1
"[50,65)",0,2020-04-08,death_incid,0
"[50,65)",1,2020-04-08,death_incid,0
"[65, Inf)",0,2020-04-08,death_incid,2
"[65, Inf)",1,2020-04-08,death_incid,11
"[-Inf,5)",0,2020-04-09,death_incid,0
"[5,10)",0,2020-04-09,death_incid,0
"[10,20)",0,2020-04-09,death_incid,0
"[20,50)",0,2020-04-09,death_incid,0
"[50,65)",0,2020-04-09,death_incid,0
"[50,65)",1,2020-04-09,death_incid,0
"[65, Inf)",0,2020-04-09,death_incid,5
"[65, Inf)",1,2020-04-09,death_incid,3
"[-Inf,5)",0,2020-04-10,death_incid,0
"[5,10)",0,2020-04-10,death_incid,0
"[10,20)",0,2020-04-10,death_incid,0
"[20,50)",0,2020-04-10,death_incid,0
"[50,65)",0,2020-04-10,death_incid,0
"[50,65)",1,2020-04-10,death_incid,0
"[65, Inf)",0,2020-04-10,death_incid,4
"[65, Inf)",1,2020-04-10,death_incid,7
"[-Inf,5)",0,2020-04-11,death_incid,0
"[5,10)",0,2020-04-11,death_incid,0
"[10,20)",0,2020-04-11,death_incid,0
"[20,50)",0,2020-04-11,death_incid,0
"[50,65)",0,2020-04-11,death_incid,0
"[50,65)",1,2020-04-11,death_incid,0
"[65, Inf)",0,2020-04-11,death_incid,3
"[65, Inf)",1,2020-04-11,death_incid,5
"[-Inf,5)",0,2020-04-12,death_incid,0
"[5,10)",0,2020-04-12,death_incid,0
"[10,20)",0,2020-04-12,death_incid,0
"[20,50)",0,2020-04-12,death_incid,0
"[50,65)",0,2020-04-12,death_incid,0
"[50,65)",1,2020-04-12,death_incid,0
"[65, Inf)",0,2020-04-12,death_incid,2
"[65, Inf)",1,2020-04-12,death_incid,5
"[-Inf,5)",0,2020-04-13,death_incid,0
"[5,10)",0,2020-04-13,death_incid,0
"[10,20)",0,2020-04-13,death_incid,0
"[20,50)",0,2020-04-13,death_incid,0
"[50,65)",0,2020-04-13,death_incid,0
"[50,65)",1,2020-04-13,death_incid,0
"[65, Inf)",0,2020-04-13,death_incid,1
"[65, Inf)",1,2020-04-13,death_incid,2
"[-Inf,5)",0,2020-04-14,death_incid,0
"[5,10)",0,2020-04-14,death_incid,0
"[10,20)",0,2020-04-14,death_incid,0
"[20,50)",0,2020-04-14,death_incid,0
"[50,65)",0,2020-04-14,death_incid,1
"[50,65)",1,2020-04-14,death_incid,0
"[65, Inf)",0,2020-04-14,death_incid,1
"[65, Inf)",1,2020-04-14,death_incid,3
